Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
42.98662347082277,-12.07876259155253,12.11546352663802,165.6660282101785
46.41588833612772,-13.49841818440379,13.53749729137811,166.4270456568273
50.11872336272725,-14.88367910989723,14.92337982935396,167.0681326618079
54.11695265464638,-16.24948061920044,16.28859120240506,167.6130334873217
58.43414133735175,-17.61793598494538,17.65733176855608,168.0610186021997
63.0957344480193,-18.96206637658361,19.00388892210372,168.4608542965818
68.12920690579615,-20.2808485197245,20.32098234349227,168.6484059130573
73.56422544596407,-21.6079971033365,21.64838457959362,168.9385489116143
79.43282347242813,-22.92003981179485,22.95976189027987,169.2172953051756
85.76958985908946,-24.21682577982776,24.25800991303559,169.3444938834385
92.61187281287938,-25.54017935359796,25.58024497299867,169.2006469377392
100,-26.83916157365168,26.87762799732226,169.2854017977432
107.9775162327711,-28.14971762496091,28.18737903256685,169.5297670448911
116.5914401179831,-29.45648876562612,29.4946312820956,169.3304770981419
125.8925411794166,-30.72120109475614,30.75911505943005,169.5517421475302
135.9356390878527,-32.04887350985403,32.0856024384096,169.9413327074269
146.7799267622071,-33.42036540996139,33.45600177758412,169.8759750107757
158.4893192461113,-34.65025651309127,34.68580167794124,169.683772558309
171.1328304161781,-35.98195089203831,36.0159356792949,170.9804351551455
184.7849797422291,-37.40586709357065,37.43961987802364,170.8285562741653
199.5262314968879,-38.75259837996722,38.78388834899163,172.7320535853035
215.4434690031884,-40.05753678532774,40.08776566625325,172.3351568269186
232.6305067153629,-41.49724091935636,41.52380966231654,173.3363603533973
251.1886431509579,-43.00952761133993,43.03320672549646,175.9845027606991
271.227257933203,-44.4391388105131,44.45842754931743,178.3588877795235
292.8644564625237,-45.48940696015573,45.50680442283392,-178.1716627198053
316.227766016838,-46.76421147933038,46.7768432545726,-174.3615860046831
341.4548873833604,-47.91756129997947,47.9256774393436,-170.3835249867718
368.6945064519574,-50.04568750383051,50.05055162125342,-161.8015581822703
398.1071705534973,-50.57706197169317,50.57566324985784,-154.1474536315594
429.8662347082272,-51.90644749128896,51.89536272527214,-145.3960233782192
464.1588833612777,-52.7688760569471,52.74787757732074,-131.858938481788
501.1872336272725,-51.53847160854211,51.50210448416553,-119.6476089831299
541.1695265464638,-51.18353394418573,51.12221985121906,-111.1280714755455
584.3414133735175,-50.39674895658622,50.31128942983151,-103.6364343686629
630.9573444801937,-50.65020866690023,50.52874544938121,-91.37675984544053
681.2920690579608,-49.07012663334518,48.90875138018143,-92.07810804801866
735.6422544596413,-47.87213503421816,47.66252468570057,-87.7083075648444
794.3282347242814,-47.07420476093973,46.80736162655569,-82.33153082186908
857.6958985908946,-46.50356454568499,46.17420692417263,-78.58729361261071
926.1187281287938,-45.54569447634822,45.14364138313145,-77.54614630694664
1000,-45.70847779879766,45.19980426847332,-74.34347134260315
1079.77516232771,-44.68672620687862,44.0213158524452,-74.1305966341021
1165.914401179831,-44.03926298165202,43.17742447166079,-71.00096552006896
1258.925411794168,-43.50915522060127,42.41754647162092,-71.05576941934029
1359.356390878526,-43.4745720556315,42.1361169475119,-67.7405689816394
1467.799267622069,-42.82400631729568,41.21004673256584,-65.62776168751337
1584.893192461114,-42.37267595162617,40.46628482363917,-63.95627308120821
1711.328304161779,-42.20289968133363,39.99269744122233,-61.05259823560833
1847.849797422291,-41.8493795343612,39.33976113281366,-61.93839947965228
1995.262314968881,-42.14434266999035,39.33531070154176,-56.23875957012308
2154.434690031882,-41.70825774366381,38.6150953724431,-55.02768211870998
2326.305067153626,-41.29878955001008,37.92755839213497,-52.45064443526216
2511.886431509582,-41.16403328389939,37.52719016773729,-49.74390586028943
2712.272579332027,-40.90926863913531,37.03565891383244,-45.54450141012261
2928.644564625237,-40.9269148365091,36.82124800352528,-41.72008098013168
3162.277660168378,-40.9192415984353,36.60586229040135,-38.36077153568081
3414.5488738336,-40.90395706176637,36.39374171505057,-36.39549290176999
3686.945064519577,-40.8993601632707,36.20205807459047,-33.92909020751917
3981.071705534971,-41.20080211478586,36.34077321132141,-31.01880953313623
4298.662347082276,-40.90269862377396,35.88908335518946,-26.59925601502647
4641.588833612777,-41.3872413248335,36.2318776485376,-24.82517633281678
5011.872336272722,-41.6636442690985,36.37975205028862,-25.94586426075527
5411.695265464637,-41.61399637415256,36.21203337996126,-25.564505415502
5843.414133735176,-41.91174978174636,36.41259090274195,-20.82937663560393
6309.573444801933,-42.38094157258029,36.77993644391039,-24.13571955988656
6812.920690579615,-42.99157479619534,37.29886736450108,-23.24740602042621
7356.422544596414,-42.78993855719959,37.01435649601955,-24.08464278695853
7943.282347242818,-43.12102148780422,37.27425821622622,-25.08428513915295
8576.958985908937,-42.86942954150188,36.95530622503583,-31.14928480372758
9261.187281287937,-42.74977850407004,36.77173721225996,-29.17880250492111
10000.00000000001,-42.77026671986064,36.72829677783241,-31.76312563066873
10797.75162327709,-42.36356752998482,36.27563779281154,-31.18031032404464
11659.14401179832,-42.57973478558262,36.42379904729674,-36.54693179940271
12589.25411794166,-42.53689096762633,36.32704515465366,-38.86564241903375
13593.56390878526,-42.62802917861745,36.37472701966178,-41.12669512392532
14677.9926762207,-42.14024304802727,35.86198572598268,-38.73612344882949
15848.93192461113,-41.91046936294111,35.58111847316844,-40.1053364713178
17113.28304161781,-40.9834600835183,34.60279596569998,-42.27649172209404
18478.49797422292,-41.11431066984252,34.68155108325253,-44.14451041905897
19952.62314968879,-40.84511954603745,34.38984708691824,-46.22589614174433
21544.34690031884,-40.42347428772735,33.91665199475047,-45.95877379601427
23263.05067153625,-40.69903027346627,34.16503303254047,-47.88222273110738
25118.8643150958,-39.32250550321692,32.73493726015786,-52.34642056848578
27122.7257933203,-39.72134089546046,33.11156427702093,-51.03522429135124
29286.44564625236,-38.73224348128839,32.08644151828781,-55.5995801100769
31622.7766016838,-39.38233934848601,32.70170880872963,-50.46455118448362
34145.488738336,-37.91006471553411,31.18288152553098,-54.61708205125088
36869.45064519575,-38.20260052977223,31.45211246083546,-57.72056253715478
39810.71705534974,-37.53021227817243,30.74838835514801,-55.80379709795733
42986.62347082276,-36.82504588810986,29.99956363013405,-61.80781029273885
46415.8883361278,-36.6304196695486,29.79933519011809,-59.84682094745548
50118.7233627272,-36.00803409087402,29.09768719694726,-60.54484298123441
54116.95265464637,-36.20224184260931,29.30757045986797,-62.85539719138183
58434.14133735179,-34.96827959009821,28.06029881164188,-64.23797944684343
63095.73444801931,-34.92210371575288,27.95308557215858,-63.39085779889743
68129.20690579613,-33.07672706410396,26.06559288396232,-63.39385453814998
73564.22544596417,-33.23026726871036,26.19501161698008,-61.99282481530386
79432.82347242814,-32.72541880332546,25.61115792610529,-64.55474416160618
85769.58985908944,-31.68639070965433,24.5126911964236,-65.25293488485076
92611.8728128793,-31.42107916858191,24.24065882781809,-64.33416244744309
100000,-31.02202517965352,23.82501296818872,-65.5787560396513
